0,A1g,0.0 1.0536463501166773e-29 1.0536463501166774e-29 1.0536463501166767e-29 1.0536463501166773e-29 1.0536463501166773e-29 1.0536463501166771e-29 1.0536463501166767e-29 1.0536463501166768e-29 1.0536463501166763e-29 1.0536463501166766e-29 1.0536463501166759e-29 1.0536463501166768e-29 1.053646350116676e-29 1.0536463501166749e-29 1.0536463501166773e-29 1.0536463501166767e-29 1.0536463501166759e-29 1.0536463501166768e-29 1.0536463501166768e-29 1.0536463501166767e-29 1.0536463501166777e-29 1.0536463501166775e-29 1.0536463501166761e-29 1.0536463501166766e-29 1.0536463501166774e-29 1.0536463501166759e-29 1.0536463501166761e-29 1.0536463501166752e-29 1.0536463501166753e-29 1.053646350116675e-29 1.0536463501166753e-29 1.0536463501166747e-29 1.0536463501166756e-29 1.0536463501166747e-29 1.0536463501166747e-29 1.0536463501166739e-29 1.0536463501166781e-29 1.0536463501166597e-29 1.0536463501167536e-29 1.0536463501163844e-29 1.0536463501181873e-29 1.053646350111069e-29 1.0536463501449692e-29 1.0536463500095652e-29 1.0536463506201627e-29 1.0536463481044697e-29 1.0536463577702469e-29 1.0536463135213763e-29 1.0536463824992458e-29 1.0536457052369127e-29 1.0536388260898478e-29 1.0536302100347329e-29 2.165236947091468e-9 0.0002233420964336876 0.008642172896264122 0.023877259391381443 0.039077003717722505 0.057970031290615516 0.06405042925631667 
1,A1g,0.25 0.1390752784250473 0.13907527842504722 0.13907527842504708 0.13907527842504724 0.13907527842504722 0.13907527842504722 0.13907527842504716 0.13907527842504713 0.13907527842504702 0.13907527842504702 0.1390752784250471 0.13907527842504708 0.13907527842504697 0.13907527842504708 0.1390752784250471 0.13907527842504708 0.13907527842504702 0.13907527842504708 0.1390752784250471 0.1390752784250471 0.13907527842504722 0.13907527842504713 0.1390752784250472 0.13907527842504708 0.13907527842504716 0.13907527842504713 0.1390752784250471 0.139075278425047 0.13907527842504702 0.13907527842504716 0.1390752784250471 0.1390752784250469 0.13907527842504708 0.13907527842504702 0.13907527842504697 0.13907527842504683 0.1390752784250473 0.1390752784250453 0.1390752784250558 0.13907527842501408 0.13907527842522172 0.13907527842441061 0.1390752784284259 0.1390752784126952 0.13907527848967915 0.13907527818656937 0.13907527962965907 0.13907527386951876 0.13907529902765597 0.13907519322227152 0.1390754919787788 0.13907368533521977 0.13906620011164939 0.13912292707081925 0.14189548697720256 0.14804190772978693 0.15459335807041785 0.16572031707581414 0.15102812529240167 
1,A1g,0.25 0.13907527842504752 0.1390752784250474 0.1390752784250473 0.13907527842504744 0.13907527842504744 0.13907527842504738 0.13907527842504733 0.13907527842504733 0.13907527842504724 0.13907527842504722 0.13907527842504733 0.13907527842504727 0.1390752784250472 0.13907527842504733 0.1390752784250473 0.13907527842504733 0.13907527842504727 0.13907527842504736 0.13907527842504738 0.13907527842504736 0.1390752784250475 0.1390752784250474 0.1390752784250474 0.13907527842504733 0.13907527842504738 0.13907527842504738 0.13907527842504738 0.13907527842504724 0.1390752784250473 0.1390752784250474 0.13907527842504736 0.13907527842504716 0.13907527842504733 0.13907527842504724 0.13907527842504724 0.13907527842504708 0.13907527842504755 0.13907527842504552 0.13907527842505613 0.13907527842501433 0.139075278425222 0.13907527842441086 0.13907527842842618 0.13907527841269546 0.1390752784896794 0.13907527818656962 0.13907527962965927 0.13907527386951898 0.1390752990276562 0.13907519322227171 0.139075491978779 0.13907368533521997 0.13906620011164952 0.13912292707081939 0.14189548697720267 0.14804190772978693 0.15459335807041769 0.165720317075814 0.15102812529240162 
2,A1g,0.0 2.872753688113497e-29 2.8727536881134967e-29 2.8727536881134955e-29 2.872753688113498e-29 2.872753688113499e-29 2.872753688113496e-29 2.8727536881134944e-29 2.8727536881134983e-29 2.8727536881134967e-29 2.872753688113493e-29 2.872753688113493e-29 2.872753688113489e-29 2.8727536881134933e-29 2.872753688113495e-29 2.8727536881134916e-29 2.872753688113493e-29 2.8727536881134905e-29 2.8727536881134916e-29 2.8727536881134916e-29 2.8727536881134933e-29 2.872753688113495e-29 2.8727536881134944e-29 2.872753688113493e-29 2.872753688113495e-29 2.872753688113493e-29 2.8727536881134955e-29 2.872753688113491e-29 2.872753688113494e-29 2.872753688113492e-29 2.8727536881134905e-29 2.872753688113492e-29 2.8727536881134894e-29 2.872753688113494e-29 2.8727536881134894e-29 2.8727536881134905e-29 2.8727536881134905e-29 2.872753688113493e-29 2.8727536881134815e-29 2.872753688113532e-29 2.87275368811334e-29 2.8727536881141855e-29 2.872753688110683e-29 2.8727536881242334e-29 2.872753688063787e-29 2.8727536882119396e-29 2.872753687312076e-29 2.872753685039195e-29 2.872753678031691e-29 2.872753355978078e-29 2.8727536114010433e-29 2.8727279145889806e-29 2.872740978074978e-29 6.994169051423052e-9 0.0007196496596227425 0.02807604320851712 0.07337178282604026 0.10136167562803718 0.10553714185385608 0.08835313717120974 
2,A1g,0.5 0.6042498028394176 0.6042498028394178 0.6042498028394174 0.6042498028394178 0.6042498028394176 0.6042498028394175 0.6042498028394174 0.6042498028394175 0.6042498028394176 0.6042498028394176 0.6042498028394176 0.6042498028394174 0.6042498028394174 0.6042498028394176 0.604249802839418 0.6042498028394176 0.6042498028394174 0.6042498028394174 0.6042498028394178 0.6042498028394178 0.6042498028394183 0.6042498028394173 0.6042498028394175 0.6042498028394175 0.604249802839418 0.6042498028394169 0.6042498028394166 0.6042498028394169 0.6042498028394168 0.604249802839417 0.6042498028394171 0.6042498028394166 0.6042498028394171 0.6042498028394166 0.6042498028394166 0.6042498028394166 0.6042498028394158 0.6042498028394188 0.6042498028394024 0.6042498028394677 0.6042498028391432 0.6042498028404135 0.604249802834148 0.6042498028587354 0.6042498027392951 0.6042498032114657 0.6042498010027564 0.6042498099151432 0.6042497730979599 0.6042499344886265 0.6042496266796334 0.604252344232577 0.6042754048643589 0.6031563374754493 0.5599533774975699 0.48429826058927766 0.4295958545215113 0.3567572764540422 0.267421992325766 
2,A1g,0.0 0.012598374695477949 0.012598374695477945 0.01259837469547794 0.01259837469547794 0.012598374695477945 0.012598374695477935 0.012598374695477936 0.012598374695477938 0.012598374695477933 0.012598374695477928 0.012598374695477936 0.012598374695477923 0.012598374695477917 0.012598374695477926 0.012598374695477933 0.012598374695477933 0.012598374695477935 0.012598374695477926 0.01259837469547792 0.012598374695477933 0.012598374695477931 0.012598374695477931 0.012598374695477928 0.012598374695477926 0.012598374695477938 0.012598374695477924 0.012598374695477931 0.012598374695477928 0.012598374695477931 0.01259837469547793 0.01259837469547793 0.012598374695477919 0.012598374695477924 0.012598374695477907 0.012598374695477917 0.012598374695477909 0.012598374695477935 0.012598374695477843 0.01259837469547827 0.012598374695476618 0.012598374695484735 0.012598374695452868 0.012598374695607522 0.01259837469499565 0.012598374697869901 0.012598374686295636 0.012598374736066724 0.012598374524331527 0.012598375162716445 0.01259837158812227 0.012598361596267538 0.012598305757013812 0.01259647099705299 0.012613980090390019 0.01327144860494918 0.014481574752297208 0.014891321331691857 0.019422652445619203 0.03815168225339563 
2,A1g,0.0 0.01259837469547801 0.012598374695478008 0.012598374695478 0.012598374695478002 0.012598374695478004 0.012598374695478 0.012598374695477999 0.012598374695477999 0.012598374695477992 0.012598374695477992 0.012598374695477997 0.012598374695477987 0.012598374695477975 0.012598374695477988 0.012598374695477994 0.012598374695477994 0.012598374695477995 0.012598374695477985 0.012598374695477985 0.012598374695477994 0.012598374695477997 0.012598374695477988 0.012598374695477983 0.012598374695477985 0.012598374695477995 0.012598374695477978 0.01259837469547799 0.012598374695477981 0.012598374695477987 0.012598374695477985 0.012598374695477981 0.012598374695477973 0.012598374695477978 0.012598374695477959 0.012598374695477971 0.012598374695477966 0.012598374695477987 0.012598374695477896 0.012598374695478321 0.01259837469547667 0.01259837469548479 0.012598374695452922 0.012598374695607576 0.012598374694995708 0.012598374697869954 0.012598374686295688 0.01259837473606678 0.012598374524331586 0.012598375162716498 0.012598371588122324 0.012598361596267593 0.012598305757013869 0.012596470997053045 0.01261398009039008 0.013271448604949247 0.014481574752297279 0.014891321331691937 0.019422652445619325 0.038151682253395776 
3,A1g,0.25 0.04620144545976744 0.04620144545976744 0.04620144545976739 0.046201445459767405 0.0462014454597674 0.04620144545976741 0.04620144545976738 0.04620144545976739 0.04620144545976736 0.046201445459767336 0.04620144545976739 0.04620144545976743 0.046201445459767364 0.04620144545976735 0.04620144545976738 0.046201445459767364 0.04620144545976736 0.04620144545976738 0.04620144545976738 0.046201445459767426 0.04620144545976739 0.046201445459767385 0.04620144545976743 0.0462014454597674 0.046201445459767405 0.04620144545976737 0.0462014454597674 0.046201445459767315 0.04620144545976735 0.04620144545976734 0.04620144545976732 0.04620144545976733 0.046201445459767336 0.04620144545976731 0.04620144545976732 0.04620144545976731 0.046201445459767156 0.046201445459767745 0.04620144545976496 0.04620144545977564 0.04620144545972232 0.04620144545993035 0.046201445458892584 0.04620144546294176 0.04620144544280386 0.04620144552140261 0.04620144513289613 0.0462014466485785 0.04620143926064798 0.046201467945293104 0.04620133308513716 0.04620183679147829 0.046199621779416986 0.04620315154121769 0.04609472491584502 0.045674979830630846 0.044098611628727635 0.05208204749606924 0.08966265567318982 
3,A1g,0.25 0.04620144545976744 0.04620144545976744 0.04620144545976739 0.046201445459767405 0.0462014454597674 0.04620144545976741 0.04620144545976738 0.04620144545976739 0.04620144545976736 0.046201445459767336 0.04620144545976739 0.04620144545976743 0.046201445459767364 0.046201445459767336 0.04620144545976738 0.04620144545976735 0.04620144545976735 0.04620144545976738 0.04620144545976737 0.046201445459767405 0.04620144545976737 0.04620144545976738 0.04620144545976742 0.046201445459767385 0.04620144545976739 0.046201445459767364 0.04620144545976737 0.0462014454597673 0.046201445459767336 0.04620144545976734 0.04620144545976731 0.0462014454597673 0.04620144545976732 0.046201445459767294 0.046201445459767315 0.0462014454597673 0.04620144545976714 0.046201445459767725 0.04620144545976494 0.04620144545977562 0.0462014454597223 0.04620144545993034 0.04620144545889258 0.046201445462941755 0.046201445442803836 0.0462014455214026 0.046201445132896105 0.04620144664857848 0.04620143926064797 0.046201467945293104 0.046201333085137145 0.04620183679147827 0.046199621779416965 0.04620315154121765 0.046094724915844994 0.04567497983063082 0.04409861162872758 0.05208204749606922 0.08966265567318986 
4,A1g,0.0 3.2445465626032915e-30 3.2445465626032894e-30 3.2445465626032894e-30 3.2445465626032915e-30 3.244546562603291e-30 3.24454656260329e-30 3.244546562603288e-30 3.244546562603289e-30 3.244546562603286e-30 3.244546562603288e-30 3.2445465626032866e-30 3.244546562603287e-30 3.2445465626032866e-30 3.2445465626032845e-30 3.244546562603286e-30 3.244546562603287e-30 3.244546562603287e-30 3.2445465626032866e-30 3.244546562603286e-30 3.244546562603285e-30 3.244546562603286e-30 3.2445465626032845e-30 3.244546562603287e-30 3.244546562603287e-30 3.2445465626032894e-30 3.2445465626032845e-30 3.244546562603281e-30 3.2445465626032845e-30 3.2445465626032796e-30 3.244546562603284e-30 3.24454656260328e-30 3.244546562603282e-30 3.244546562603283e-30 3.244546562603278e-30 3.244546562603282e-30 3.244546562603277e-30 3.244546562603278e-30 3.244546562603269e-30 3.244546562603315e-30 3.244546562603126e-30 3.2445465626039634e-30 3.244546562600491e-30 3.244546562613779e-30 3.2445465625541136e-30 3.244546562693614e-30 3.244546561817478e-30 3.24454655921805e-30 3.244546552996448e-30 3.24454621643976e-30 3.244546500866082e-30 3.244520120955467e-30 3.244532254607042e-30 1.9999604286507617e-10 2.055336364014286e-5 0.000805085401655109 0.00205577256787111 0.002798884071055077 0.005285516366481517 0.022489514808733242 
