0,A1g,0.0 5.762347685844985e-27 5.762347685844988e-27 5.7623476858449894e-27 5.7623476858449866e-27 5.7623476858449866e-27 5.762347685844986e-27 5.7623476858449866e-27 5.762347685844985e-27 5.7623476858449866e-27 5.762347685844985e-27 5.762347685844987e-27 5.7623476858449866e-27 5.762347685844986e-27 5.7623476858449844e-27 5.762347685844984e-27 5.7623476858449816e-27 5.762347685844986e-27 5.762347685844988e-27 5.762347685844987e-27 5.762347685844983e-27 5.762347685844983e-27 5.762347685844986e-27 5.7623476858449844e-27 5.762347685844991e-27 5.7623476858449844e-27 5.762347685844991e-27 5.7623476858449916e-27 5.762347685844992e-27 5.762347685844989e-27 5.76234768584499e-27 5.762347685844992e-27 5.762347685844991e-27 5.762347685844992e-27 5.762347685844996e-27 5.7623476858449765e-27 5.762347685845089e-27 5.7623476858447125e-27 5.762347685846902e-27 5.7623476858396465e-27 5.7623476858819e-27 5.7623476857419744e-27 5.762347686557788e-27 5.762347683860905e-27 5.7623476996701095e-27 6.339428595129606e-16 1.2866262857904762e-7 5.326266941245111e-5 0.0003231897206837399 0.0005375748609715839 0.0006243459817244471 0.0006537409989910507 0.0006632171985504629 0.0006662441347278598 0.0006671941892452661 0.0006675001960039809 0.0007443435168753937 0.008424326753909039 0.044674428164669044 0.06328595687429736 
1,A1g,0.25 0.026334330359799006 0.026334330359798992 0.026334330359799017 0.026334330359799 0.026334330359798996 0.026334330359798992 0.026334330359798982 0.026334330359799 0.026334330359799023 0.026334330359799003 0.02633433035979901 0.02633433035979901 0.02633433035979902 0.026334330359799013 0.026334330359798985 0.02633433035979901 0.026334330359798996 0.026334330359799017 0.02633433035979901 0.026334330359799013 0.026334330359799034 0.02633433035979903 0.026334330359799017 0.026334330359799027 0.026334330359799037 0.026334330359799017 0.026334330359799027 0.026334330359799034 0.02633433035979904 0.02633433035979903 0.026334330359799058 0.026334330359799058 0.02633433035979905 0.02633433035979904 0.026334330359799058 0.02633433035979906 0.026334330359799065 0.02633433035979905 0.02633433035979903 0.02633433035979927 0.026334330359798368 0.026334330359803548 0.02633433035978587 0.026334330359886707 0.026334330359544637 0.026334572638537227 0.026434626157832024 0.026942909961064895 0.027346605910427018 0.027510000107858396 0.027565350115592406 0.0275832056196889 0.02758886643156 0.027590880183064267 0.027590805856813453 0.028907647095366744 0.08521292284240947 0.16176725767662217 0.1516198259325664 
1,A1g,0.25 0.02633433035979721 0.02633433035979722 0.026334330359797226 0.026334330359797202 0.02633433035979721 0.02633433035979721 0.0263343303597972 0.02633433035979721 0.026334330359797233 0.026334330359797212 0.026334330359797216 0.02633433035979721 0.026334330359797233 0.02633433035979722 0.026334330359797202 0.026334330359797226 0.02633433035979722 0.02633433035979723 0.02633433035979723 0.02633433035979721 0.02633433035979723 0.026334330359797233 0.026334330359797216 0.02633433035979724 0.02633433035979724 0.02633433035979724 0.02633433035979723 0.02633433035979725 0.02633433035979724 0.026334330359797233 0.026334330359797268 0.026334330359797264 0.02633433035979726 0.02633433035979725 0.02633433035979728 0.026334330359797268 0.026334330359797268 0.026334330359797254 0.026334330359797237 0.026334330359797476 0.02633433035979658 0.026334330359801754 0.026334330359784094 0.026334330359884937 0.026334330359542853 0.026334572638535454 0.02643462615783032 0.02694290996106357 0.02734660591042599 0.027510000107857497 0.027565350115591542 0.027583205619688037 0.027588866431559146 0.02759088018306341 0.027590805856812613 0.028907647095365873 0.08521292284240889 0.16176725767662203 0.1516198259325662 
2,A1g,0.0 4.851317991156782e-25 4.851317991156786e-25 4.851317991156783e-25 4.851317991156786e-25 4.851317991156786e-25 4.851317991156784e-25 4.851317991156787e-25 4.851317991156785e-25 4.8513179911567875e-25 4.851317991156782e-25 4.851317991156782e-25 4.851317991156785e-25 4.851317991156787e-25 4.851317991156787e-25 4.851317991156783e-25 4.851317991156781e-25 4.851317991156781e-25 4.851317991156783e-25 4.851317991156783e-25 4.851317991156784e-25 4.851317991156786e-25 4.851317991156785e-25 4.8513179911567875e-25 4.85131799115679e-25 4.851317991156788e-25 4.85131799115679e-25 4.851317991156793e-25 4.851317991156795e-25 4.85131799115679e-25 4.8513179911567875e-25 4.851317991156793e-25 4.851317991156793e-25 4.851317991156788e-25 4.851317991156808e-25 4.851317991156748e-25 4.851317991157136e-25 4.851317991155841e-25 4.85131799116337e-25 4.8513179911383965e-25 4.851317991283786e-25 4.851317990802545e-25 4.851317993609014e-25 4.851317984334329e-25 4.851318038718849e-25 2.2048293843413848e-13 4.474837753846358e-5 0.01852455577896978 0.11240416733369883 0.1869665118153065 0.2171451788284316 0.22736866275616746 0.23066440838298558 0.23171732162536993 0.2320468843710362 0.23215523342302058 0.2315293459309011 0.20216398694564536 0.13940886035160174 0.09078443127960859 
2,A1g,0.5 0.9420079383290967 0.9420079383290969 0.9420079383290968 0.9420079383290971 0.9420079383290975 0.9420079383290975 0.9420079383290965 0.9420079383290969 0.9420079383290975 0.9420079383290969 0.942007938329097 0.9420079383290978 0.9420079383290976 0.9420079383290976 0.9420079383290977 0.9420079383290971 0.9420079383290983 0.9420079383290976 0.9420079383290975 0.9420079383290976 0.9420079383290988 0.9420079383290979 0.942007938329098 0.9420079383290988 0.9420079383290986 0.9420079383290981 0.9420079383290989 0.9420079383290993 0.9420079383290987 0.9420079383290992 0.9420079383290996 0.9420079383291001 0.9420079383290991 0.9420079383290993 0.9420079383290998 0.9420079383290999 0.9420079383290997 0.9420079383290996 0.9420079383291002 0.9420079383290987 0.9420079383291012 0.942007938329089 0.94200793832913 0.9420079383288973 0.9420079383294571 0.9419625540798419 0.9232201513765994 0.8280065244141245 0.7523846603493696 0.7217771575923763 0.711408404057081 0.7080658002657951 0.7069980135173471 0.7066632563740034 0.7065548501874367 0.7044770401691467 0.6133321287466502 0.41973558298503477 0.2724116632844894 
2,A1g,0.0 7.81801466513329e-5 7.818014665133288e-5 7.818014665133286e-5 7.818014665133286e-5 7.818014665133284e-5 7.818014665133286e-5 7.81801466513328e-5 7.818014665133283e-5 7.818014665133277e-5 7.81801466513328e-5 7.81801466513328e-5 7.81801466513328e-5 7.818014665133283e-5 7.81801466513328e-5 7.818014665133281e-5 7.818014665133277e-5 7.818014665133276e-5 7.81801466513328e-5 7.81801466513328e-5 7.818014665133284e-5 7.818014665133288e-5 7.818014665133287e-5 7.818014665133286e-5 7.818014665133287e-5 7.81801466513329e-5 7.818014665133284e-5 7.818014665133288e-5 7.818014665133287e-5 7.818014665133284e-5 7.818014665133287e-5 7.81801466513329e-5 7.818014665133292e-5 7.81801466513329e-5 7.818014665133283e-5 7.818014665133299e-5 7.818014665133295e-5 7.818014665133299e-5 7.818014665133307e-5 7.818014665133263e-5 7.818014665133474e-5 7.81801466513279e-5 7.818014665136842e-5 7.818014665123671e-5 7.818014665201674e-5 7.818014664950393e-5 7.81838117484817e-5 7.969738715757341e-5 8.738653009913185e-5 9.349350505205661e-5 9.596527138688256e-5 9.680260562823034e-5 9.707261828872798e-5 9.715861119315973e-5 9.718706296936493e-5 9.719142657045555e-5 0.00010078338896750533 0.0002831550183724826 0.008052387274937208 0.0366731362646111 
2,A1g,0.0 7.818014665119008e-5 7.818014665119005e-5 7.818014665119005e-5 7.818014665119004e-5 7.818014665119005e-5 7.818014665119003e-5 7.818014665119e-5 7.818014665118998e-5 7.818014665118998e-5 7.818014665119e-5 7.818014665119001e-5 7.818014665119004e-5 7.818014665118998e-5 7.818014665119001e-5 7.818014665119003e-5 7.818014665118996e-5 7.818014665118997e-5 7.818014665119004e-5 7.818014665119001e-5 7.818014665119007e-5 7.818014665119004e-5 7.818014665119003e-5 7.818014665119008e-5 7.81801466511901e-5 7.81801466511901e-5 7.818014665119001e-5 7.818014665119008e-5 7.818014665119005e-5 7.818014665119005e-5 7.818014665119007e-5 7.81801466511901e-5 7.818014665119011e-5 7.818014665119012e-5 7.818014665119004e-5 7.818014665119013e-5 7.818014665119011e-5 7.818014665119016e-5 7.818014665119023e-5 7.818014665118982e-5 7.818014665119198e-5 7.818014665118509e-5 7.818014665122559e-5 7.81801466510939e-5 7.818014665187394e-5 7.818014664936104e-5 7.818381174833886e-5 7.969738715743973e-5 8.738653009904439e-5 9.349350505200587e-5 9.596527138684661e-5 9.680260562819951e-5 9.707261828869872e-5 9.715861119313101e-5 9.718706296933639e-5 9.719142657042706e-5 0.00010078338896747578 0.00028315501837248224 0.008052387274937237 0.03667313626461116 
3,A1g,0.25 0.002583520329000872 0.0025835203290008714 0.002583520329000871 0.0025835203290008723 0.0025835203290008723 0.0025835203290008727 0.002583520329000871 0.00258352032900087 0.0025835203290008714 0.0025835203290008697 0.002583520329000871 0.00258352032900087 0.002583520329000874 0.0025835203290008723 0.0025835203290008723 0.0025835203290008706 0.0025835203290008727 0.0025835203290008727 0.002583520329000872 0.0025835203290008727 0.002583520329000875 0.0025835203290008723 0.002583520329000872 0.0025835203290008766 0.002583520329000875 0.0025835203290008736 0.0025835203290008758 0.002583520329000875 0.002583520329000875 0.002583520329000875 0.002583520329000878 0.0025835203290008766 0.002583520329000878 0.002583520329000873 0.002583520329000877 0.0025835203290008753 0.002583520329000876 0.002583520329000879 0.0025835203290008706 0.00258352032900091 0.0025835203290007864 0.002583520329001546 0.0025835203289991445 0.0025835203290137474 0.002583520328967919 0.002583527537229245 0.002586504227855831 0.0026016261778855428 0.0026136365232757716 0.0026184977136439916 0.0026201442898023744 0.0026206764313130558 0.0026208422595710916 0.0026209189267539356 0.0026208632713859243 0.002613865364798867 0.002540998812979229 0.027778327704526685 0.08784277994539608 
3,A1g,0.25 0.0025835203290008285 0.002583520329000828 0.0025835203290008285 0.002583520329000829 0.002583520329000829 0.002583520329000829 0.0025835203290008268 0.0025835203290008276 0.0025835203290008285 0.0025835203290008268 0.0025835203290008276 0.002583520329000827 0.00258352032900083 0.002583520329000827 0.002583520329000828 0.002583520329000827 0.002583520329000829 0.0025835203290008302 0.0025835203290008276 0.0025835203290008285 0.0025835203290008315 0.002583520329000829 0.0025835203290008294 0.0025835203290008333 0.0025835203290008315 0.0025835203290008302 0.0025835203290008324 0.0025835203290008315 0.002583520329000832 0.002583520329000832 0.0025835203290008346 0.002583520329000833 0.0025835203290008346 0.00258352032900083 0.0025835203290008333 0.002583520329000832 0.002583520329000833 0.0025835203290008354 0.002583520329000828 0.0025835203290008675 0.002583520329000744 0.0025835203290015033 0.002583520328999101 0.0025835203290137058 0.002583520328967876 0.0025835275372292025 0.0025865042278557923 0.0026016261778855263 0.0026136365232757694 0.0026184977136439976 0.0026201442898023835 0.0026206764313130657 0.002620842259571101 0.0026209189267539456 0.002620863271385934 0.0026138653647988772 0.002540998812979242 0.02777832770452702 0.08784277994539719 
4,A1g,0.0 8.857401905829516e-29 8.857401905829513e-29 8.857401905829513e-29 8.857401905829515e-29 8.857401905829526e-29 8.85740190582951e-29 8.857401905829511e-29 8.857401905829507e-29 8.857401905829517e-29 8.85740190582951e-29 8.857401905829516e-29 8.857401905829514e-29 8.857401905829525e-29 8.857401905829513e-29 8.857401905829507e-29 8.857401905829508e-29 8.857401905829508e-29 8.857401905829521e-29 8.857401905829518e-29 8.857401905829522e-29 8.857401905829522e-29 8.857401905829522e-29 8.85740190582952e-29 8.857401905829522e-29 8.857401905829521e-29 8.857401905829523e-29 8.857401905829529e-29 8.85740190582953e-29 8.857401905829529e-29 8.857401905829518e-29 8.857401905829529e-29 8.857401905829525e-29 8.857401905829515e-29 8.857401905829522e-29 8.857401905829516e-29 8.857401905829597e-29 8.857401905829335e-29 8.85740190583088e-29 8.857401905825724e-29 8.857401905855738e-29 8.857401905756409e-29 8.857401906335805e-29 8.85740190442143e-29 8.857401915647975e-29 4.45891262008262e-18 9.049639247938352e-10 3.746293302637237e-7 2.2731933961633955e-6 3.7810968442295634e-6 4.391411691416056e-6 4.598165714960523e-6 4.664814088455527e-6 4.686117907375871e-6 4.692720140958859e-6 4.695083999982789e-6 4.678684811027795e-6 5.404206273664295e-6 0.000985183186521506 0.021246464276456493 
